"""Notes""	""Census Division""	""Census Division Code""	""Gender""	""Gender Code""	""Race""	""Race Code""	""Year""	""Year Code""	""Place of Death""	""Place of Death Code""	Deaths	Population	Crude Rate"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2017""	""2017""	""Nursing home/long term care""	""6""	36	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2018""	""2018""	""Decedent's home""	""4""	12	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2018""	""2018""	""Nursing home/long term care""	""6""	41	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2019""	""2019""	""Decedent's home""	""4""	10	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2019""	""2019""	""Nursing home/long term care""	""6""	34	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2020 ""	""2020""	""Decedent's home""	""4""	23	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Asian or Pacific Islander""	""A-PI""	""2020 ""	""2020""	""Nursing home/long term care""	""6""	56	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""1999""	""1999""	""Nursing home/long term care""	""6""	24	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2000""	""2000""	""Nursing home/long term care""	""6""	26	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2001""	""2001""	""Decedent's home""	""4""	13	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2001""	""2001""	""Nursing home/long term care""	""6""	38	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2002""	""2002""	""Nursing home/long term care""	""6""	38	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2003""	""2003""	""Decedent's home""	""4""	14	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2003""	""2003""	""Nursing home/long term care""	""6""	47	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2004""	""2004""	""Nursing home/long term care""	""6""	42	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2005""	""2005""	""Medical Facility - Inpatient""	""1""	13	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2005""	""2005""	""Decedent's home""	""4""	13	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2005""	""2005""	""Nursing home/long term care""	""6""	46	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2006""	""2006""	""Decedent's home""	""4""	18	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2006""	""2006""	""Nursing home/long term care""	""6""	53	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2007""	""2007""	""Medical Facility - Inpatient""	""1""	18	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2007""	""2007""	""Decedent's home""	""4""	12	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2007""	""2007""	""Nursing home/long term care""	""6""	48	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2008""	""2008""	""Medical Facility - Inpatient""	""1""	17	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2008""	""2008""	""Decedent's home""	""4""	12	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2008""	""2008""	""Nursing home/long term care""	""6""	85	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2009""	""2009""	""Medical Facility - Inpatient""	""1""	18	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2009""	""2009""	""Decedent's home""	""4""	17	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2009""	""2009""	""Nursing home/long term care""	""6""	81	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2010""	""2010""	""Medical Facility - Inpatient""	""1""	15	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2010""	""2010""	""Decedent's home""	""4""	29	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2010""	""2010""	""Nursing home/long term care""	""6""	86	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2011""	""2011""	""Medical Facility - Inpatient""	""1""	16	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2011""	""2011""	""Decedent's home""	""4""	26	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2011""	""2011""	""Nursing home/long term care""	""6""	116	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2012""	""2012""	""Medical Facility - Inpatient""	""1""	16	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2012""	""2012""	""Decedent's home""	""4""	28	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2012""	""2012""	""Nursing home/long term care""	""6""	100	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2013""	""2013""	""Medical Facility - Inpatient""	""1""	19	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2013""	""2013""	""Decedent's home""	""4""	34	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2013""	""2013""	""Nursing home/long term care""	""6""	104	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2014""	""2014""	""Medical Facility - Inpatient""	""1""	19	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2014""	""2014""	""Decedent's home""	""4""	29	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2014""	""2014""	""Nursing home/long term care""	""6""	108	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2015""	""2015""	""Medical Facility - Inpatient""	""1""	20	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2015""	""2015""	""Decedent's home""	""4""	32	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2015""	""2015""	""Nursing home/long term care""	""6""	114	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2016""	""2016""	""Medical Facility - Inpatient""	""1""	25	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2016""	""2016""	""Decedent's home""	""4""	48	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2016""	""2016""	""Nursing home/long term care""	""6""	127	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2017""	""2017""	""Medical Facility - Inpatient""	""1""	30	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2017""	""2017""	""Decedent's home""	""4""	50	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2017""	""2017""	""Nursing home/long term care""	""6""	136	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2018""	""2018""	""Medical Facility - Inpatient""	""1""	33	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2018""	""2018""	""Decedent's home""	""4""	39	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2018""	""2018""	""Nursing home/long term care""	""6""	150	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2019""	""2019""	""Medical Facility - Inpatient""	""1""	38	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2019""	""2019""	""Decedent's home""	""4""	67	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2019""	""2019""	""Nursing home/long term care""	""6""	135	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2020 ""	""2020""	""Medical Facility - Inpatient""	""1""	30	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2020 ""	""2020""	""Decedent's home""	""4""	68	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""Black or African American""	""2054-5""	""2020 ""	""2020""	""Nursing home/long term care""	""6""	125	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""1999""	""1999""	""Medical Facility - Inpatient""	""1""	174	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""1999""	""1999""	""Medical Facility - Outpatient or ER""	""2""	12	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""1999""	""1999""	""Decedent's home""	""4""	128	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""1999""	""1999""	""Nursing home/long term care""	""6""	1313	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""1999""	""1999""	""Other""	""7""	35	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2000""	""2000""	""Medical Facility - Inpatient""	""1""	164	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2000""	""2000""	""Medical Facility - Outpatient or ER""	""2""	19	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2000""	""2000""	""Decedent's home""	""4""	128	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2000""	""2000""	""Nursing home/long term care""	""6""	1491	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2000""	""2000""	""Other""	""7""	42	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2001""	""2001""	""Medical Facility - Inpatient""	""1""	215	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2001""	""2001""	""Medical Facility - Outpatient or ER""	""2""	19	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2001""	""2001""	""Decedent's home""	""4""	165	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2001""	""2001""	""Nursing home/long term care""	""6""	1765	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2001""	""2001""	""Other""	""7""	49	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2002""	""2002""	""Medical Facility - Inpatient""	""1""	215	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2002""	""2002""	""Medical Facility - Outpatient or ER""	""2""	24	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2002""	""2002""	""Decedent's home""	""4""	177	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2002""	""2002""	""Nursing home/long term care""	""6""	1913	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2002""	""2002""	""Other""	""7""	74	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Medical Facility - Inpatient""	""1""	240	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Medical Facility - Outpatient or ER""	""2""	22	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Medical Facility - Dead on Arrival""	""3""	12	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Decedent's home""	""4""	221	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Nursing home/long term care""	""6""	1928	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2003""	""2003""	""Other""	""7""	56	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2004""	""2004""	""Medical Facility - Inpatient""	""1""	241	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2004""	""2004""	""Medical Facility - Outpatient or ER""	""2""	23	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2004""	""2004""	""Decedent's home""	""4""	206	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2004""	""2004""	""Nursing home/long term care""	""6""	2009	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2004""	""2004""	""Other""	""7""	60	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Medical Facility - Inpatient""	""1""	283	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Medical Facility - Outpatient or ER""	""2""	32	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Decedent's home""	""4""	241	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Hospice facility""	""5""	23	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Nursing home/long term care""	""6""	2343	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2005""	""2005""	""Other""	""7""	24	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Medical Facility - Inpatient""	""1""	380	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Medical Facility - Outpatient or ER""	""2""	38	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Decedent's home""	""4""	327	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Hospice facility""	""5""	65	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Nursing home/long term care""	""6""	2752	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2006""	""2006""	""Other""	""7""	47	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Medical Facility - Inpatient""	""1""	374	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Medical Facility - Outpatient or ER""	""2""	28	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Decedent's home""	""4""	332	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Hospice facility""	""5""	54	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Nursing home/long term care""	""6""	3023	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2007""	""2007""	""Other""	""7""	34	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Medical Facility - Inpatient""	""1""	377	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Medical Facility - Outpatient or ER""	""2""	27	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Decedent's home""	""4""	451	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Hospice facility""	""5""	92	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Nursing home/long term care""	""6""	3445	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2008""	""2008""	""Other""	""7""	53	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Medical Facility - Inpatient""	""1""	451	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Medical Facility - Outpatient or ER""	""2""	40	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Decedent's home""	""4""	522	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Hospice facility""	""5""	100	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Nursing home/long term care""	""6""	3527	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2009""	""2009""	""Other""	""7""	82	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Medical Facility - Inpatient""	""1""	469	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Medical Facility - Outpatient or ER""	""2""	33	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Decedent's home""	""4""	602	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Hospice facility""	""5""	116	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Nursing home/long term care""	""6""	3847	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2010""	""2010""	""Other""	""7""	98	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Medical Facility - Inpatient""	""1""	529	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Medical Facility - Outpatient or ER""	""2""	42	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Decedent's home""	""4""	746	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Hospice facility""	""5""	149	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Nursing home/long term care""	""6""	4427	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2011""	""2011""	""Other""	""7""	121	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Medical Facility - Inpatient""	""1""	481	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Medical Facility - Outpatient or ER""	""2""	47	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Medical Facility - Dead on Arrival""	""3""	10	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Decedent's home""	""4""	821	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Hospice facility""	""5""	171	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Nursing home/long term care""	""6""	4589	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2012""	""2012""	""Other""	""7""	173	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Medical Facility - Inpatient""	""1""	475	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Medical Facility - Outpatient or ER""	""2""	47	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Decedent's home""	""4""	969	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Hospice facility""	""5""	169	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Nursing home/long term care""	""6""	4781	Not Applicable	Not Applicable"
"""Division 1: New England""	""CENS-D1""	""Female""	""F""	""White""	""2106-3""	""2013""	""2013""	""Other""	""7""	181	Not Applicable	Not Applicable"
